zone,pd,vrs,enc,lv_min,lv_max,rate_m,rate_d,rate_n
dngn-dark-45,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-dark-45,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-dark-45,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-dark-45,Makuhita,HG/SS,Hoenn Sound,25,,20,,
dngn-dark-45,Absol,HG/SS,Hoenn Sound,23,,20,,
dngn-dark-45,Chingling,HG/SS,Sinnoh Sound,25,,20,,
dngn-dark-45,Bronzor,HG/SS,Sinnoh Sound,23,,20,,
dngn-spro-2f,Rattata,HG/SS,Cave,3,6,100,100,15
dngn-spro-2f,Gastly,HG/SS,Cave,3,6,0,0,85
dngn-spro-2f,Zigzagoon,HG/SS,Hoenn Sound,3,4,20,,
dngn-spro-2f,Meditite,HG/SS,Sinnoh Sound,5,,20,,
dngn-spro-2f,Spinda,HG/SS,Hoenn Sound,5,,20,,
dngn-spro-2f,Chatot,HG/SS,Sinnoh Sound,3,4,20,,
dngn-spro-3f,Rattata,HG/SS,Cave,3,6,100,100,15
dngn-spro-3f,Gastly,HG/SS,Cave,3,6,0,0,85
dngn-spro-3f,Zigzagoon,HG/SS,Hoenn Sound,3,4,20,,
dngn-spro-3f,Meditite,HG/SS,Sinnoh Sound,5,,20,,
dngn-spro-3f,Spinda,HG/SS,Hoenn Sound,5,,20,,
dngn-spro-3f,Chatot,HG/SS,Sinnoh Sound,3,4,20,,
dngn-alph-out,Natu,HG/SS,Grass,18,24,90,,
dngn-alph-out,Smeargle,HG/SS,Grass,20,22,10,,
dngn-alph-out,Wooper,HG/SS,Surfing,10,20,60,,
dngn-alph-out,Quagsire,HG/SS,Surfing,10,25,40,,
dngn-alph-out,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
dngn-alph-out,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-alph-out,Poliwag,HG/SS,Fishing (Good Rod),20,,40,,
dngn-alph-out,Magikarp,HG/SS,Fishing (Good Rod),20,,60,,
dngn-alph-out,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
dngn-alph-out,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-alph-out,Geodude,HG/SS,Rock Smash,3,14,100,,
dngn-alph-out,Linoone,HG/SS,Hoenn Sound,18,,20,,
dngn-alph-out,Whismur,HG/SS,Hoenn Sound,20,22,20,,
dngn-alph-out,Bidoof,HG/SS,Sinnoh Sound,18,,20,,
dngn-alph-out,Buizel,HG/SS,Sinnoh Sound,20,22,20,,
dngn-alph-ins,Unown,HG/SS,Cave,5,,100,,
dngn-unio-1f,Rattata,HG,Cave,4,,10,,
dngn-unio-1f,Rattata,SS,Cave,4,6,40,,
dngn-unio-1f,Sandshrew,HG,Cave,6,,30,,
dngn-unio-1f,Zubat,HG/SS,Cave,5,7,25,,
dngn-unio-1f,Geodude,HG/SS,Cave,6,,30,,
dngn-unio-1f,Onix,HG/SS,Cave,6,,5,,
dngn-unio-1f,Wooper,HG/SS,Surfing,10,20,60,,
dngn-unio-1f,Quagsire,HG/SS,Surfing,10,25,40,,
dngn-unio-1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-unio-1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-unio-1f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-unio-1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-unio-1f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-unio-1f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-unio-1f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-unio-1f,Makuhita,HG/SS,Hoenn Sound,5,,20,,
dngn-unio-1f,Absol,HG/SS,Hoenn Sound,6,,20,,
dngn-unio-1f,Chingling,HG/SS,Sinnoh Sound,5,,20,,
dngn-unio-1f,Bronzor,HG/SS,Sinnoh Sound,6,,20,,
dngn-unio-b1f,Rattata,HG,Cave,6,,5,,
dngn-unio-b1f,Rattata,SS,Cave,6,8,35,,
dngn-unio-b1f,Sandshrew,HG,Cave,8,,30,,
dngn-unio-b1f,Zubat,HG/SS,Cave,7,9,25,,
dngn-unio-b1f,Geodude,HG/SS,Cave,8,,30,,
dngn-unio-b1f,Onix,HG/SS,Cave,8,,10,,
dngn-unio-b1f,Wooper,HG/SS,Surfing,10,20,60,,
dngn-unio-b1f,Quagsire,HG/SS,Surfing,10,25,40,,
dngn-unio-b1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-unio-b1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-unio-b1f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-unio-b1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-unio-b1f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-unio-b1f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-unio-b1f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-unio-b1f,Makuhita,HG/SS,Hoenn Sound,7,,20,,
dngn-unio-b1f,Absol,HG/SS,Hoenn Sound,8,,20,,
dngn-unio-b1f,Chingling,HG/SS,Sinnoh Sound,7,,20,,
dngn-unio-b1f,Bronzor,HG/SS,Sinnoh Sound,8,,20,,
dngn-unio-b2f,Rattata,HG/SS,Cave,20,,5,,
dngn-unio-b2f,Raticate,HG/SS,Cave,22,,30,,
dngn-unio-b2f,Zubat,HG/SS,Cave,22,,30,,
dngn-unio-b2f,Golbat,HG/SS,Cave,22,,20,,
dngn-unio-b2f,Geodude,HG/SS,Cave,21,,10,,
dngn-unio-b2f,Onix,HG/SS,Cave,23,,5,,
dngn-unio-b2f,Tentacool,HG/SS,Surfing,10,20,60,,
dngn-unio-b2f,Tentacruel,HG/SS,Surfing,15,25,10,,
dngn-unio-b2f,Quagsire,HG/SS,Surfing,15,25,30,,
dngn-unio-b2f,Krabby,HG/SS,Fishing (Old Rod),10,,15,15,15
dngn-unio-b2f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,85,85
dngn-unio-b2f,Krabby,HG/SS,Fishing (Good Rod),20,,50,50,50
dngn-unio-b2f,Staryu,HG/SS,Fishing (Good Rod),20,,0,0,10
dngn-unio-b2f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,40,40
dngn-unio-b2f,Corsola,HG/SS,Fishing (Good Rod),20,,10,10,0
dngn-unio-b2f,Krabby,HG/SS,Fishing (Super Rod),40,,60,60,60
dngn-unio-b2f,Kingler,HG/SS,Fishing (Super Rod),40,,10,10,10
dngn-unio-b2f,Staryu,HG/SS,Fishing (Super Rod),40,,0,0,30
dngn-unio-b2f,Corsola,HG/SS,Fishing (Super Rod),40,,30,30,0
dngn-unio-b2f,Makuhita,HG/SS,Hoenn Sound,22,,20,,
dngn-unio-b2f,Absol,HG/SS,Hoenn Sound,22,,20,,
dngn-unio-b2f,Chingling,HG/SS,Sinnoh Sound,22,,20,,
dngn-unio-b2f,Bronzor,HG/SS,Sinnoh Sound,22,,20,,
dngn-unio-b2f,Lapras,HG/SS,sp,20,,,,
dngn-well-b1f,Zubat,HG/SS,Cave,5,8,85,,
dngn-well-b1f,Slowpoke,HG/SS,Cave,6,8,15,,
dngn-well-b1f,Slowpoke,HG/SS,Surfing,5,25,100,,
dngn-well-b1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-well-b1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-well-b1f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-well-b1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-well-b1f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-well-b1f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-well-b1f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-well-b1f,Makuhita,HG/SS,Hoenn Sound,7,,20,,
dngn-well-b1f,Absol,HG/SS,Hoenn Sound,5,6,20,,
dngn-well-b1f,Chingling,HG/SS,Sinnoh Sound,7,,20,,
dngn-well-b1f,Bronzor,HG/SS,Sinnoh Sound,5,6,20,,
dngn-well-b2f,Zubat,HG/SS,Cave,19,23,80,,
dngn-well-b2f,Golbat,HG/SS,Cave,23,,5,,
dngn-well-b2f,Slowpoke,HG/SS,Cave,21,23,15,,
dngn-well-b2f,Slowpoke,HG/SS,Surfing,10,25,90,,
dngn-well-b2f,Slowbro,HG/SS,Surfing,15,30,10,,
dngn-well-b2f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-well-b2f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-well-b2f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-well-b2f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-well-b2f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-well-b2f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-well-b2f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-well-b2f,Makuhita,HG/SS,Hoenn Sound,19,,20,,
dngn-well-b2f,Absol,HG/SS,Hoenn Sound,21,23,20,,
dngn-well-b2f,Chingling,HG/SS,Sinnoh Sound,19,,20,,
dngn-well-b2f,Bronzor,HG/SS,Sinnoh Sound,21,23,20,,
dngn-ilex,Caterpie,HG,Grass,5,6,50,60,0
dngn-ilex,Metapod,HG,Grass,5,6,30,30,0
dngn-ilex,Weedle,SS,Grass,5,6,50,60,0
dngn-ilex,Kakuna,SS,Grass,5,6,30,30,0
dngn-ilex,Zubat,HG/SS,Grass,5,6,5,5,25
dngn-ilex,Oddish,HG/SS,Grass,5,6,0,0,60
dngn-ilex,Paras,HG/SS,Grass,5,6,15,5,15
dngn-ilex,Caterpie,HG,Headbutt (Group A),3,5,30,,
dngn-ilex,Metapod,HG,Headbutt (Group A),3,5,10,,
dngn-ilex,Weedle,SS,Headbutt (Group A),3,5,30,,
dngn-ilex,Kakuna,SS,Headbutt (Group A),3,5,10,,
dngn-ilex,Hoothoot,HG/SS,Headbutt (Group A),3,5,60,,
dngn-ilex,Butterfree,HG,Headbutt (Group B),6,8,10,,
dngn-ilex,Beedrill,SS,Headbutt (Group B),6,8,10,,
dngn-ilex,Hoothoot,HG/SS,Headbutt (Group B),6,8,50,,
dngn-ilex,Noctowl,HG/SS,Headbutt (Group B),6,8,10,,
dngn-ilex,Pineco,HG/SS,Headbutt (Group B),6,8,30,,
dngn-ilex,Psyduck,HG/SS,Surfing,5,20,90,,
dngn-ilex,Golduck,HG/SS,Surfing,10,20,10,,
dngn-ilex,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
dngn-ilex,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-ilex,Poliwag,HG/SS,Fishing (Good Rod),20,,60,,
dngn-ilex,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-ilex,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
dngn-ilex,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-ilex,Numel,HG/SS,Hoenn Sound,6,,20,,
dngn-ilex,Spoink,HG/SS,Hoenn Sound,5,6,20,,
dngn-ilex,Budew,HG/SS,Sinnoh Sound,5,6,20,,
dngn-ilex,Carnivine,HG/SS,Sinnoh Sound,6,,20,,
dngn-park-main,Caterpie,HG,Grass,10,12,50,30,0
dngn-park-main,Metapod,HG,Grass,10,,30,30,0
dngn-park-main,Weedle,SS,Grass,10,12,50,30,0
dngn-park-main,Kakuna,SS,Grass,10,,30,30,0
dngn-park-main,Pidgey,HG/SS,Grass,10,14,20,15,0
dngn-park-main,Hoothoot,HG/SS,Grass,10,14,0,0,100
dngn-park-main,Sunkern,HG/SS,Grass,10,12,0,25,0
dngn-park-main,Exeggcute,HG/SS,Headbutt (Group A),10,12,20,,
dngn-park-main,Hoothoot,HG/SS,Headbutt (Group A),10,12,50,,
dngn-park-main,Pineco,HG/SS,Headbutt (Group A),10,12,30,,
dngn-park-main,Exeggcute,HG/SS,Headbutt (Group B),13,15,20,,
dngn-park-main,Hoothoot,HG/SS,Headbutt (Group B),13,15,50,,
dngn-park-main,Ledyba,SS,Headbutt (Group B),13,15,30,,
dngn-park-main,Spinarak,HG,Headbutt (Group B),13,15,30,,
dngn-park-main,Exeggcute,HG/SS,Headbutt (sp),18,20,65,,
dngn-park-main,Cherubi,HG/SS,Headbutt (sp),18,20,30,,
dngn-park-main,Cherubi,HG/SS,Headbutt (sp),21,25,5,,
dngn-park-main,Plusle,HG/SS,Hoenn Sound,10,,20,,
dngn-park-main,Minun,HG/SS,Hoenn Sound,12,,20,,
dngn-park-main,Shinx,HG/SS,Sinnoh Sound,10,12,40,,
dngn-park-pre,Caterpie,HG/SS,Grass,7,18,20,,
dngn-park-pre,Metapod,HG/SS,Grass,9,18,10,,
dngn-park-pre,Butterfree,HG/SS,Grass,12,15,5,,
dngn-park-pre,Weedle,HG/SS,Grass,7,18,20,,
dngn-park-pre,Kakuna,HG/SS,Grass,9,18,10,,
dngn-park-pre,Beedrill,HG/SS,Grass,12,15,5,,
dngn-park-pre,Paras,HG/SS,Grass,10,17,10,,
dngn-park-pre,Venonat,HG/SS,Grass,10,16,10,,
dngn-park-pre,Scyther,HG/SS,Grass,13,14,5,,
dngn-park-pre,Pinsir,HG/SS,Grass,13,14,5,,
dngn-park-tue,Caterpie,HG/SS,Grass,24,36,20,,
dngn-park-tue,Metapod,HG/SS,Grass,26,36,10,,
dngn-park-tue,Butterfree,HG/SS,Grass,27,30,5,,
dngn-park-tue,Weedle,HG/SS,Grass,24,36,20,,
dngn-park-tue,Kakuna,HG/SS,Grass,26,36,10,,
dngn-park-tue,Beedrill,HG/SS,Grass,27,30,5,,
dngn-park-tue,Paras,HG/SS,Grass,27,34,10,,
dngn-park-tue,Venonat,HG/SS,Grass,25,32,10,,
dngn-park-tue,Scyther,HG/SS,Grass,27,28,5,,
dngn-park-tue,Pinsir,HG/SS,Grass,27,28,5,,
dngn-park-thu,Scyther,HG/SS,Grass,27,28,5,,
dngn-park-thu,Pinsir,HG/SS,Grass,27,28,5,,
dngn-park-thu,Wurmple,HG/SS,Grass,24,36,20,,
dngn-park-thu,Silcoon,HG/SS,Grass,24,32,10,,
dngn-park-thu,Dustox,HG/SS,Grass,25,32,5,,
dngn-park-thu,Nincada,HG/SS,Grass,26,36,20,,
dngn-park-thu,Volbeat,HG/SS,Grass,26,36,10,,
dngn-park-thu,Kricketot,HG/SS,Grass,27,30,10,,
dngn-park-thu,Kricketune,HG/SS,Grass,27,30,10,,
dngn-park-thu,Combee,HG/SS,Grass,27,34,5,,
dngn-park-sat,Scyther,HG/SS,Grass,27,28,5,,
dngn-park-sat,Pinsir,HG/SS,Grass,27,28,5,,
dngn-park-sat,Wurmple,HG/SS,Grass,24,36,20,,
dngn-park-sat,Beautifly,HG/SS,Grass,25,32,5,,
dngn-park-sat,Cascoon,HG/SS,Grass,24,35,10,,
dngn-park-sat,Nincada,HG/SS,Grass,26,36,20,,
dngn-park-sat,Illumise,HG/SS,Grass,26,36,10,,
dngn-park-sat,Kricketot,HG/SS,Grass,27,30,10,,
dngn-park-sat,Kricketune,HG/SS,Grass,27,30,10,,
dngn-park-sat,Combee,HG/SS,Grass,27,34,5,,
dngn-burn-1f,Rattata,HG/SS,Grass,13,15,50,,
dngn-burn-1f,Raticate,HG/SS,Grass,15,,5,,
dngn-burn-1f,Zubat,HG/SS,Grass,14,,10,,
dngn-burn-1f,Koffing,HG/SS,Grass,14,16,35,,
dngn-burn-1f,Zigzagoon,HG/SS,Hoenn Sound,13,14,20,,
dngn-burn-1f,Spinda,HG/SS,Hoenn Sound,15,,20,,
dngn-burn-1f,Meditite,HG/SS,Sinnoh Sound,15,,20,,
dngn-burn-1f,Chatot,HG/SS,Sinnoh Sound,13,14,20,,
dngn-burn-b1f,Rattata,HG/SS,Grass,14,16,40,35,40
dngn-burn-b1f,Zubat,HG/SS,Grass,15,,5,5,5
dngn-burn-b1f,Koffing,HG/SS,Grass,14,16,50,50,50
dngn-burn-b1f,Magmar,HG/SS,Grass,14,16,5,10,5
dngn-burn-b1f,Zigzagoon,HG/SS,Hoenn Sound,14,,20,20,20
dngn-burn-b1f,Spinda,HG/SS,Hoenn Sound,16,,20,20,20
dngn-burn-b1f,Meditite,HG/SS,Sinnoh Sound,16,,20,20,20
dngn-burn-b1f,Chatot,HG/SS,Sinnoh Sound,14,,20,20,20
dngn-bell-1f,Rattata,HG/SS,Grass,20,24,100,100,20
dngn-bell-1f,Gastly,HG/SS,Grass,20,22,0,0,80
dngn-bell-1f,Zigzagoon,HG/SS,Hoenn Sound,20,21,20,20,20
dngn-bell-1f,Meditite,HG/SS,Sinnoh Sound,22,,20,20,20
dngn-bell-1f,Spinda,HG/SS,Hoenn Sound,22,,20,20,20
dngn-bell-1f,Chatot,HG/SS,Sinnoh Sound,20,21,20,20,20
dngn-bell-top,Ho-oh,HG,sp,45,,,,
dngn-bell-top,Ho-oh,SS,sp,70,,,,
dngn-whir-1f,Zubat,HG/SS,Cave,23,,30,,
dngn-whir-1f,Golbat,HG/SS,Cave,23,,5,,
dngn-whir-1f,Seel,HG/SS,Cave,22,24,15,,
dngn-whir-1f,Krabby,HG/SS,Cave,22,24,50,,
dngn-whir-1f,Tentacool,HG/SS,Surfing,15,25,60,,
dngn-whir-1f,Tentacruel,HG/SS,Surfing,15,25,10,,
dngn-whir-1f,Horsea,HG/SS,Surfing,10,20,30,,
dngn-whir-1f,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
dngn-whir-1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-whir-1f,Krabby,HG/SS,Fishing (Good Rod),20,,50,,
dngn-whir-1f,Horsea,HG/SS,Fishing (Good Rod),20,,10,,
dngn-whir-1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-whir-1f,Krabby,HG/SS,Fishing (Super Rod),40,,40,,
dngn-whir-1f,Kingler,HG/SS,Fishing (Super Rod),40,,20,,
dngn-whir-1f,Horsea,HG/SS,Fishing (Super Rod),40,,30,,
dngn-whir-1f,Seadra,HG/SS,Fishing (Super Rod),40,,10,,
dngn-whir-1f,Makuhita,HG/SS,Hoenn Sound,24,,20,,
dngn-whir-1f,Absol,HG/SS,Hoenn Sound,22,23,20,,
dngn-whir-1f,Chingling,HG/SS,Sinnoh Sound,24,,20,,
dngn-whir-1f,Bronzor,HG/SS,Sinnoh Sound,22,23,20,,
dngn-whir-b1f,Zubat,HG/SS,Cave,23,,30,,
dngn-whir-b1f,Golbat,HG/SS,Cave,23,,5,,
dngn-whir-b1f,Seel,HG/SS,Cave,22,24,15,,
dngn-whir-b1f,Krabby,HG/SS,Cave,22,24,50,,
dngn-whir-b1f,Tentacool,HG/SS,Surfing,15,25,60,,
dngn-whir-b1f,Tentacruel,HG/SS,Surfing,15,25,10,,
dngn-whir-b1f,Horsea,HG/SS,Surfing,10,20,30,,
dngn-whir-b1f,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
dngn-whir-b1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-whir-b1f,Krabby,HG/SS,Fishing (Good Rod),20,,50,,
dngn-whir-b1f,Horsea,HG/SS,Fishing (Good Rod),20,,10,,
dngn-whir-b1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-whir-b1f,Krabby,HG/SS,Fishing (Super Rod),40,,40,,
dngn-whir-b1f,Kingler,HG/SS,Fishing (Super Rod),40,,20,,
dngn-whir-b1f,Horsea,HG/SS,Fishing (Super Rod),40,,30,,
dngn-whir-b1f,Seadra,HG/SS,Fishing (Super Rod),40,,10,,
dngn-whir-b1f,Makuhita,HG/SS,Hoenn Sound,24,,20,,
dngn-whir-b1f,Absol,HG/SS,Hoenn Sound,22,23,20,,
dngn-whir-b1f,Chingling,HG/SS,Sinnoh Sound,24,,20,,
dngn-whir-b1f,Bronzor,HG/SS,Sinnoh Sound,22,23,20,,
dngn-whir-b2f,Zubat,HG/SS,Cave,23,,30,,
dngn-whir-b2f,Golbat,HG/SS,Cave,23,,5,,
dngn-whir-b2f,Seel,HG/SS,Cave,22,24,15,,
dngn-whir-b2f,Krabby,HG/SS,Cave,22,24,50,,
dngn-whir-b2f,Tentacruel,HG/SS,Surfing,15,25,30,,
dngn-whir-b2f,Horsea,HG/SS,Surfing,15,25,60,,
dngn-whir-b2f,Seadra,HG/SS,Surfing,15,30,10,,
dngn-whir-b2f,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
dngn-whir-b2f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-whir-b2f,Krabby,HG/SS,Fishing (Good Rod),20,,50,,
dngn-whir-b2f,Horsea,HG/SS,Fishing (Good Rod),20,,10,,
dngn-whir-b2f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-whir-b2f,Krabby,HG/SS,Fishing (Super Rod),40,,40,,
dngn-whir-b2f,Kingler,HG/SS,Fishing (Super Rod),40,,20,,
dngn-whir-b2f,Horsea,HG/SS,Fishing (Super Rod),40,,30,,
dngn-whir-b2f,Seadra,HG/SS,Fishing (Super Rod),40,,10,,
dngn-whir-b2f,Makuhita,HG/SS,Hoenn Sound,24,,20,,
dngn-whir-b2f,Absol,HG/SS,Hoenn Sound,22,23,20,,
dngn-whir-b2f,Chingling,HG/SS,Sinnoh Sound,24,,20,,
dngn-whir-b2f,Bronzor,HG/SS,Sinnoh Sound,22,23,20,,
dngn-whir-b3f,Zubat,HG/SS,Cave,24,,30,,
dngn-whir-b3f,Golbat,HG/SS,Cave,24,,5,,
dngn-whir-b3f,Seel,HG/SS,Cave,23,25,15,,
dngn-whir-b3f,Krabby,HG/SS,Cave,23,25,50,,
dngn-whir-b3f,Makuhita,HG/SS,Hoenn Sound,25,,20,,
dngn-whir-b3f,Absol,HG/SS,Hoenn Sound,23,24,20,,
dngn-whir-b3f,Chingling,HG/SS,Sinnoh Sound,25,,20,,
dngn-whir-b3f,Bronzor,HG/SS,Sinnoh Sound,23,24,20,,
dngn-whir-bot,Lugia,HG,sp,70,,,,
dngn-whir-bot,Lugia,SS,sp,45,,,,
dngn-embe,Kyogre,HG,sp,50,,,,
dngn-embe,Rayquaza,HG,sp,50,,,,
dngn-embe,Groudon,SS,sp,50,,,,
dngn-embe,Rayquaza,SS,sp,50,,,,
dngn-mort-1f,Rattata,HG/SS,Cave,14,16,14,,
dngn-mort-1f,Zubat,HG/SS,Cave,13,15,60,,
dngn-mort-1f,Machop,HG/SS,Cave,14,,20,,
dngn-mort-1f,Geodude,HG/SS,Cave,14,,5,,
dngn-mort-1f,Marill,HG/SS,Cave,15,,1,,
dngn-mort-1f,Goldeen,HG/SS,Surfing,10,25,90,,
dngn-mort-1f,Seaking,HG/SS,Surfing,15,25,10,,
dngn-mort-1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-mort-1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-mort-1f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-mort-1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-mort-1f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-mort-1f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-mort-1f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-mort-1f,Marill,HG/SS,Swarm,13,15,40,,
dngn-mort-1f,Makuhita,HG/SS,Hoenn Sound,14,,20,,
dngn-mort-1f,Absol,HG/SS,Hoenn Sound,13,15,20,,
dngn-mort-1f,Chingling,HG/SS,Sinnoh Sound,14,,20,,
dngn-mort-1f,Bronzor,HG/SS,Sinnoh Sound,13,15,20,,
dngn-mort-1fb,Rattata,HG/SS,Cave,14,,10,,
dngn-mort-1fb,Zubat,HG/SS,Cave,14,,5,,
dngn-mort-1fb,Machop,HG/SS,Cave,13,15,35,,
dngn-mort-1fb,Geodude,HG/SS,Cave,13,15,50,,
dngn-mort-1fb,Makuhita,HG/SS,Hoenn Sound,15,,20,,
dngn-mort-1fb,Absol,HG/SS,Hoenn Sound,13,,20,,
dngn-mort-1fb,Chingling,HG/SS,Sinnoh Sound,15,,20,,
dngn-mort-1fb,Bronzor,HG/SS,Sinnoh Sound,13,,20,,
dngn-mort-2f,Raticate,HG/SS,Cave,30,,10,,
dngn-mort-2f,Golbat,HG/SS,Cave,30,,5,,
dngn-mort-2f,Machop,HG/SS,Cave,28,,5,,
dngn-mort-2f,Machoke,HG/SS,Cave,32,,30,,
dngn-mort-2f,Geodude,HG/SS,Cave,31,,20,,
dngn-mort-2f,Graveler,HG/SS,Cave,31,,30,,
dngn-mort-2f,Goldeen,HG/SS,Surfing,15,30,90,,
dngn-mort-2f,Seaking,HG/SS,Surfing,20,30,10,,
dngn-mort-2f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-mort-2f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-mort-2f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-mort-2f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-mort-2f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-mort-2f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-mort-2f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-mort-2f,Makuhita,HG/SS,Hoenn Sound,31,,20,,
dngn-mort-2f,Absol,HG/SS,Hoenn Sound,31,32,20,,
dngn-mort-2f,Chingling,HG/SS,Sinnoh Sound,31,,20,,
dngn-mort-2f,Bronzor,HG/SS,Sinnoh Sound,31,32,20,,
dngn-mort-b1f,Rattata,HG/SS,Cave,16,,20,,
dngn-mort-b1f,Raticate,HG/SS,Cave,16,,5,,
dngn-mort-b1f,Zubat,HG/SS,Cave,15,17,60,,
dngn-mort-b1f,Machop,HG/SS,Cave,16,,10,,
dngn-mort-b1f,Geodude,HG/SS,Cave,16,,5,,
dngn-mort-b1f,Goldeen,HG/SS,Surfing,10,25,90,,
dngn-mort-b1f,Seaking,HG/SS,Surfing,15,25,10,,
dngn-mort-b1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-mort-b1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-mort-b1f,Goldeen,HG/SS,Fishing (Good Rod),20,,60,,
dngn-mort-b1f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-mort-b1f,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-mort-b1f,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-mort-b1f,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-mort-b1f,Makuhita,HG/SS,Hoenn Sound,16,,20,,
dngn-mort-b1f,Absol,HG/SS,Hoenn Sound,15,17,20,,
dngn-mort-b1f,Chingling,HG/SS,Sinnoh Sound,16,,20,,
dngn-mort-b1f,Bronzor,HG/SS,Sinnoh Sound,15,17,20,,
dngn-mort-b1f,Tyrogue,HG/SS,Gift,10,,,,
dngn-hide-b1f,Geodude,HG/SS,sp,21,,,,
dngn-hide-b1f,Voltorb,HG/SS,sp,23,,,,
dngn-hide-b1f,Koffing,HG/SS,sp,21,,,,
dngn-hide-b2f,Electrode,HG/SS,sp,23,,,,
dngn-lake,Magikarp,HG/SS,Surfing,5,20,90,,
dngn-lake,Gyarados,HG/SS,Surfing,10,20,10,,
dngn-lake,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
