item_code,item_img,item_name_en,item_name_ja,item_desc_en,item_desc_ja,item_price_buy_ye,item_price_sel_ye,item_price_buy_bp,item_price_buy_cn,item_price_buy_ap,item_flin,item_type_code,item_pkt_code,item_cat_code
tm25,tm-electric,TM25,わざマシン25,A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.,はげしい かみなりを あいてに おとして こうげきする。まひ じょうたいに することが ある。,5500,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm26,tm-ground,TM26,わざマシン26,The user sets off an earthquake that hits all the Pokémon in the battle.,じしんの しょうげきで まわりに いるものを すべて こうげきする。,3000,1500,80,null,null,null,item-mach,ip-tmhm,ic-tm
tm27,tm-normal,TM27,わざマシン27,A full-power attack that grows more powerful the more the user likes its Trainer.,トレーナーの ために ぜんりょくで あいてを こうげきする。なついて いるほど いりょくは あがる。,1000,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm28,tm-ground,TM28,わざマシン28,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons.",1ターンめに もぐり 2ターンめで あいてを こうげきする。どうくつ などから だっしゅつも できる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm29,tm-psychic,TM29,わざマシン29,The foe is hit by a strong telekinetic force. It may also reduce the foe's Sp. Def stat.,つよい ねんりきを あいてに おくって こうげきする。あいての とくぼうを さげることが ある。,null,1500,null,10000,null,null,item-mach,ip-tmhm,ic-tm
tm30,tm-ghost,TM30,わざマシン30,The user hurls a shadowy blob at the foe. It may also lower the foe's Sp. Def stat.,くろいかげの かたまりを なげつけて こうげきする。あいての とくぼうを さげることが ある。,null,1500,64,null,null,null,item-mach,ip-tmhm,ic-tm
tm31,tm-fighting,TM31,わざマシン31,"The user attacks with tough fists, etc. It can also break any barrier such as Light Screen and Reflect.",こぶしなどで こうげきする。ひかりのかべや リフレクターも はかいできる。,null,1500,40,null,null,null,item-mach,ip-tmhm,ic-tm
tm32,tm-normal,TM32,わざマシン32,The user begins moving so quickly that it creates illusory copies to raise its evasiveness.,すばやい うごきで ぶんしんを つくり あいてを まどわせて かいひりつを あげる。,null,500,null,4000,null,null,item-mach,ip-tmhm,ic-tm
tm33,tm-psychic,TM33,わざマシン33,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.,5ターンの あいだ ふしぎな かべで あいてから うける ぶつり こうげきの ダメージを よわめる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm34,tm-electric,TM34,わざマシン34,The user strikes the foe with a quick jolt of electricity. This attack cannot be evaded.,でんげきを すばやく あいてに あびせる。 こうげきは かならず めいちゅう する。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm35,tm-fire,TM35,わざマシン35,The foe is scorched with an intense blast of fire. The target may also be left with a burn.,はげしい ほのおを あいてに はっしゃして こうげきする。やけど じょうたいに することが ある。,null,1500,null,10000,null,null,item-mach,ip-tmhm,ic-tm
tm36,tm-poison,TM36,わざマシン36,Unsanitary sludge is hurled at the foe. It may also poison the target.,きたない ヘドロを あいてに なげつけて こうげきする。あいてを どくじょうたいに することが ある。,null,1500,80,null,null,null,item-mach,ip-tmhm,ic-tm
tm37,tm-rock,TM37,わざマシン37,"A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types.",5ターンの あいだ すなあらしで いわ じめん はがねタイプ いがいの ポケモンに ダメージを あたえる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm38,tm-fire,TM38,わざマシン38,The foe is attacked with an intense blast of all-consuming fire. It may also leave the target with a burn.,だいのじの ほのおで あいてを やきつくす。やけど じょうたいに することが ある。,5500,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm39,tm-rock,TM39,わざマシン39,Large boulders are hurled at the foe to inflict damage. It lowers the foe's Speed.,がんせきを なげつけて こうげきする。あいての うごきを ふうじることで すばやさを さげる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm40,tm-flying,TM40,わざマシン40,"The user confounds the foe with speed, then strikes. The attack lands without fail.",すばやい うごきで あいてを ほんろうして きりつける。こうげきは かならず めいちゅう する。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm41,tm-dark,TM41,わざマシン41,"The user torments and enrages the foe, making it incapable of using the same move twice in a row.",いちゃもんを つけて おなじ わざを 2かい れんぞくで だせなくする。,1500,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm42,tm-normal,TM42,わざマシン42,"An attack move that doubles its power if the user is poisoned, paralyzed, or has a burn.",じぶんが どく まひ やけど じょうたいの とき くりだすと わざの いりょくが 2ばいに なる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm43,tm-normal,TM43,わざマシン43,An attack move with effects that vary depending on the user's environment.,ひみつの ちからで こうげきする。つかう ばしょで ついかこうかが へんかする。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm44,tm-psychic,TM44,わざマシン44,The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.,2ターンの あいだ ねむり つづける。HPと からだの いじょうを すべて かいふくする。,null,1500,null,6000,null,null,item-mach,ip-tmhm,ic-tm
tm45,tm-normal,TM45,わざマシン45,"If it is the opposite gender of the user, the foe becomes infatuated and less likely to attack.",♂なら♀を ♀なら♂を ゆうわくして メロメロに する。あいては わざが だしにくく なる。,null,1500,32,null,null,null,item-mach,ip-tmhm,ic-tm
tm46,tm-dark,TM46,わざマシン46,The user attacks and steals the foe's held item simultaneously. It can't steal if the user holds an item.,こうげきと どうじに どうぐを ぬすむ。じぶんが どうぐを もっている ばあいは ぬすめない。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm47,tm-steel,TM47,わざマシン47,The foe is hit with wings of steel. It may also raise the user's Defense stat.,かたい つばさを あいてに たたきつけて こうげきする。じぶんの ぼうぎょが あがることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm48,tm-psychic,TM48,わざマシン48,The user employs its psychic power to exchange abilities with the foe.,ちょうのうりょくで じぶんの とくせいと あいての とくせいを いれかえる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm49,tm-dark,TM49,わざマシン49,The user steals the effects of any healing or status-changing move the foe attempts to use.,あいてが つかおうとした かいふくわざや のうりょく へんかの わざを うばって じぶんに つかう。,null,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm50,tm-fire,TM50,わざマシン50,The user attacks the foe at full power using fiery energy. It also sharply reduces the user's Sp. Atk.,フルパワーで ほのおの こうげき。つかったあと じぶんの とくこうは がくっと さがる。,null,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm51,tm-flying,TM51,わざマシン51,The user lands and rests its body. It restores the user's HP by up to half of its max HP.,じめんに おりて からだを やすめる。 さいだい HPの はんぶんだけ HPを かいふくする。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm52,tm-fighting,TM52,わざマシン52,The user attacks at full power. It may also lower the foe's Sp. Def stat if it hits.,こんしんの ちからで こうげきする。あたった あいての とくぼうを さげることが ある。,5500,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm53,tm-grass,TM53,わざマシン53,The user draws power from nature and fires it at the foe. It may also lower the target's Sp. Def.,しぜんから いのちの ちからを あつめて はっしゃする。あいての とくぼうを さげることが ある。,null,1500,64,null,null,null,item-mach,ip-tmhm,ic-tm
tm54,tm-normal,TM54,わざマシン54,A restrained attack that prevents the foe from fainting. The target is left with at least 1 HP.,あいての HPが かならず 1だけ のこる ように てかげん して こうげきする。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm55,tm-water,TM55,わざマシン55,"If the foe's HP is down to under half, this attack will hit with double the power.",あいてが HPの はんぶん くらい きずを おっていると わざの いりょくが 2ばいに なる。,3000,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm56,tm-dark,TM56,わざマシン56,The user flings its held item at the foe to attack. Its power and effects depend on the item.,もたせた どうぐを すばやく なげつけて こうげきする。 どうぐで いりょくと こうかが かわる。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm57,tm-electric,TM57,わざマシン57,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.,でんげきの たばを あいてに はっしゃする。でんきを ためて じぶんの とくこうを あげることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm58,tm-normal,TM58,わざマシン58,"The user endures any attack, leaving 1 HP. Its chance of failing rises if it is used in succession.",こうげきを うけても HPを かならず 1だけ のこせる。れんぞくで だすと しっぱい しやすい。,null,1000,null,2000,null,null,item-mach,ip-tmhm,ic-tm
tm59,tm-dragon,TM59,わざマシン59,The foe is attacked with a shock wave generated by the user's gaping mouth.,おおきな くちから しょうげきはを まきおこして あいてを こうげきする。,null,1500,80,null,null,null,item-mach,ip-tmhm,ic-tm
tm60,tm-fighting,TM60,わざマシン60,An energy-draining punch. The user's HP is restored by half the damage taken by the target.,こぶしから あいての ちからを すいとる。あたえた ダメージの はんぶんの HPを かいふくできる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm61,tm-fire,TM61,わざマシン61,"The user shoots a sinister, bluish white flame at the foe to inflict a burn.",ぶきみで あやしい ほのおを はなって あいてを やけどの じょうたいに する。,null,1000,32,null,null,null,item-mach,ip-tmhm,ic-tm
tm62,tm-bug,TM62,わざマシン62,The foe is attacked with powdery scales blown by wind. It may also raise all the user's stats.,かぜに りんぷんを のせて こうげきする。 じぶんの すべての のうりょくが あがることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm63,tm-dark,TM63,わざマシン63,It prevents the foe from using its held item. Its Trainer is also prevented from using items on it.,もたせた どうぐを つかえなくする。トレーナーも その ポケモンには どうぐを つかえない。,null,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm64,tm-normal,TM64,わざマシン64,The user explodes to inflict damage on all Pokémon in battle. The user faints upon using this move.,おおきな ばくはつを おこして まわりを まきこみ こうげきする。つかったあと ひんしに なる。,null,3750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm65,tm-ghost,TM65,わざマシン65,The user slashes with a sharp claw made from shadows. It has a high critical-hit ratio.,かげから つくった するどい ツメで あいてを きりさく。きゅうしょに あたる かくりつが たかい。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm66,tm-dark,TM66,わざマシン66,"The user stores power, then attacks. If the user can use this attack after the foe, its power is doubled.",ためこんで こうげき。 あいてより あとに こうげき できると わざの いりょくは 2ばいに なる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm67,tm-normal,TM67,わざマシン67,The user recycles a single-use item that has been used in battle so it can be used again.,せんとうちゅうに つかって なくなった じぶんの もちものを さいせい させて つかえるように する。,null,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm68,tm-normal,TM68,わざマシン68,The user charges the foe using every bit of its power. It must rest on the next turn to recover.,もてる ちからの すべてを あつめて とつげきする。つぎの ターン はんどうで うごけなくなる。,null,3750,null,15000,null,null,item-mach,ip-tmhm,ic-tm
tm69,tm-rock,TM69,わざマシン69,The user polishes its body to reduce drag. It sharply raises the Speed stat.,からだを みがいて くうきの ていこうを すくなくする。すばやさを ぐーんと あげることが できる。,null,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm70,tm-normal,TM70,わざマシン70,The user flashes a light that cuts the foe's accuracy. It can also be used to illuminate caves.,ひかりで あいての めいちゅうりつを さげる。くらい どうくつも あかるく てらせる。,1000,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm71,tm-rock,TM71,わざマシン71,The user stabs the foe with a sharpened stone from below. It has a high critical-hit ratio.,とがった いわを あいてに つきさして こうげきする。きゅうしょに あたる かくりつが たかい。,null,1500,80,null,null,null,item-mach,ip-tmhm,ic-tm
tm72,tm-ice,TM72,わざマシン72,An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.,あいてから わざを うけていると そのあいてに たいして わざの いりょくが 2ばいに なる。,3000,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm73,tm-electric,TM73,わざマシン73,A weak electric charge is launched at the foe. It causes paralysis if it hits.,その ターンでは ボルテージが へらなく なる。,null,1000,32,null,null,null,item-mach,ip-tmhm,ic-tm
tm74,tm-steel,TM74,わざマシン74,"The user tackles the foe from a high-speed spin. The slower the user, the greater the damage.",からだを こうそくに かいてん させて たいあたりする。 あいてより すばやさが おそいほど つよい。,null,1500,null,10000,null,null,item-mach,ip-tmhm,ic-tm
tm75,tm-normal,TM75,わざマシン75,A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat.,たたかいのまいを はげしく おどって きあいを たかめる。じぶんの こうげきを ぐーんと あげる。,null,750,null,4000,null,null,item-mach,ip-tmhm,ic-tm
tm76,tm-rock,TM76,わざマシン76,The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.,あいての まわりに むすうの いわを うかべて こうたいで でてきた ポケモンに ダメージを あたえる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm77,tm-normal,TM77,わざマシン77,The user hypnotizes itself into copying any stat change made by the foe.,じぶんに あんじを かけることで のうりょく へんかの じょうたいを あいてと おなじにする。,null,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm78,tm-normal,TM78,わざマシン78,"If it is the opposite gender of the user, the foe is charmed into sharply lowering its Sp. Atk stat.",♂なら♀を ♀なら♂を ゆうわくして あいての とくこうを がくっと さげる。,1500,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm79,tm-dark,TM79,わざマシン79,The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.,からだから あくいに みちた おそろしい オーラを はっする。あいてを ひるませる ことが ある。,3000,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm80,tm-rock,TM80,わざマシン80,Large boulders are hurled at the foe to inflict damage. It may also make the target flinch.,おおきな いわを はげしく ぶつけて こうげきする。あいてを ひるませる ことが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm81,tm-bug,TM81,わざマシン81,The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.,カマや ツメを ハサミのように こうさ させながら あいてを きりさく。,null,1500,64,null,null,null,item-mach,ip-tmhm,ic-tm
tm82,tm-normal,TM82,わざマシン82,"While it is asleep, the user randomly uses one of the moves it knows.",じぶんが おぼえている わざの うち どれか 1つを くりだす。 じぶんが ねている ときだけ つかえる。,null,500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm83,tm-normal,TM83,わざマシン83,The user draws power from the Berry it is holding to attack. The Berry determines its type and power.,きのみから ちからを もらい こうげきする。もたせた きのみで わざの タイプと いりょくが かわる。,2000,1000,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm84,tm-poison,TM84,わざマシン84,The foe is stabbed with a tentacle or arm steeped with poison. It may also poison the foe.,どくに そまった しょくしゅや うでで あいてを つきさす。どく じょうたいに することが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm85,tm-psychic,TM85,わざマシン85,An attack that works only on a sleeping foe. It absorbs half the damage caused to heal the user's HP.,ねている あいての ゆめを たべて こうげきする。ダメージの はんぶん HPを かいふくする。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm86,tm-grass,TM86,わざマシン86,"The user snares the foe with grass and trips it. The heavier the foe, the greater the damage.",くさを からませて あいてを ころばせる。あいてが おもいほど いりょくが あがる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm87,tm-normal,TM87,わざマシン87,"The user enrages the foe into confusion. However, it also sharply raises the foe's Attack stat.",あいてを おこらせて こんらん させる。いかりで あいての こうげきは ぐーんと あがってしまう。,1500,750,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm88,tm-flying,TM88,わざマシン88,"The user pecks the foe. If the foe is holding a Berry, the user plucks it and gains its effect.",くちばしで こうげき。あいてが きのみを もっているとき ついばんで きのみの こうかを うけられる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm89,tm-bug,TM89,わざマシン89,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",こうげき したあと ものすごい スピードで もどってきて ひかえ ポケモンと いれかわる。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm90,tm-normal,TM90,わざマシン90,The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.,じぶんの HPを すこし けずって ぶんしんを だす。ぶんしんは じぶんの みがわりに なる。,null,1000,null,2000,null,null,item-mach,ip-tmhm,ic-tm
tm91,tm-steel,TM91,わざマシン91,The user gathers all its light energy and releases it in one shot. It may also lower the foe's Sp. Def stat.,からだの ひかりを いってんに あつめて ちからを はなつ。あいての とくぼうを さげることが ある。,null,1500,null,null,null,null,item-mach,ip-tmhm,ic-tm
tm92,tm-psychic,TM92,わざマシン92,The user creates a bizarre space in which slower Pokémon get to move first for five turns.,まかふしぎな くうかんを つくる。5ターンの あいだ おそい ポケモンから こうどう できる。,null,2750,null,null,null,null,item-mach,ip-tmhm,ic-tm
hm01,hm-normal,HM01,ひでんマシン1,The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.,カマや ツメなどで あいてを きりつけて こうげきする。ほそいき なども きることも できる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm02,hm-flying,HM02,ひでんマシン2,"The user soars, then strikes on the second turn. It can also be used to fly to any familiar town.",1ターンめで そらへ とび 2ターンめに こうげきする。しっている まちに とぶことも できる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm03,hm-water,HM03,ひでんマシン3,It swamps the entire battlefield with a giant wave. It can also be used to cross water.,おおきな なみで まわりに いるものを すべて こうげきする。みずの うえも およいで すすめる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm04,hm-normal,HM04,ひでんマシン4,The foe is slugged with a punch thrown at maximum power. It can also be used to move boulders.,こんしんの ちからで あいてを なぐりつけて こうげきする。おもい いわを おすことも できる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm05,hm-water,HM05,ひでんマシン5,Traps foes in a violent swirling whirlpool. It can also be used to traverse whirlpools.,はげしく うずまく みずの なかに あいてを とじこめて こうげきする。 うずのうえを とおることも できる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm06,hm-fighting,HM06,ひでんマシン6,The user slugs the foe with a shattering punch. It can also smash cracked boulders.,いわを くだくような パンチで あいてを こうげきする。ひびわれた いわも こわせる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm07,hm-water,HM07,ひでんマシン7,The user charges the foe at an awesome speed. It can also be used to climb a waterfall.,すごい いきおいで あいてに つっこみ こうげきする。ながれおちる たきも およいで のぼれる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
hm08,hm-normal,HM08,ひでんマシン8,A charging attack that may also leave the foe confused. It can also be used to scale rocky walls.,とっしん こうげきで あいてを こんらん させることが ある。ごつごつした かべを のぼることも できる。,null,null,null,null,null,null,item-mach,ip-tmhm,ic-hm
lootsack,loot-sack,Loot Sack,たからぶくろ,"A sturdy, spacious bag that is used to carry loot obtained in the coal mine.",データなし,null,null,null,null,null,null,item,ip-key,ic-key
rulebook,rule-book,Rule Book,ルールブック,"It lists the rules for holding battles. For linked battles, you may choose which set of rules you wish to use.",たいせんの ルールが かかれている。 つうしんたいせん するとき ルールを えらぶことが できる。,null,null,null,null,null,null,item,ip-key,ic-key
pokeradar,poke-radar,Poké Radar,ポケトレ,A tool that can search out Pokémon that are hiding in grass. Its battery is recharged as you walk.,くさむらに かくれている ポケモンを さがしだせる どうぐ。あるくと でんちが たまる。,null,null,null,null,null,null,item,ip-key,ic-key
pointcard,point-card,Point Card,ポイントカード,A card that lists the Battle Points you have earned.,かちとった バトルポイントの かずを みることが できる カード。,null,null,null,null,null,null,item,ip-key,ic-key
journal,journal,Journal,ぼうけんノート,A notebook that keeps a day-to-day record of your adventure so far.,これまでの ぼうけんの ようすが きろく されている ノート。,null,null,null,null,null,null,item,ip-key,ic-key
sealcase,seal-case,Seal Case,シールいれ,A case for storing Seals that can be applied to the Capsule cases of Poké Balls.,ボールカプセルに はりつけられる シールが はいった いれもの。,null,null,null,null,null,null,item,ip-key,ic-key
fashioncase,fashion-case,Fashion Case,アクセサリーいれ,A fancy case for the tidy arrangement and storage of whimsical Pokémon Accessories.,いろとりどりの アクセサリーを きれいにしまえる すてきな ケース。,null,null,null,null,null,null,item,ip-key,ic-key
sealbag,seal-bag,Seal Bag,シールぶくろ,A tiny bag that can hold ten Seals for decorating Poké Balls.,シールが 10まい いれられる ちっちゃな ふくろ。,null,null,null,null,null,null,item,ip-key,ic-key
palpad,pal-pad,Pal Pad,ともだちてちょう,"A convenient notepad that is used for registering your friends, Friend Codes, and keeping a record of game play.",ともだちを とうろくしたり あそんだ ことを きろくする べんりな てちょう。,null,null,null,null,null,null,item,ip-key,ic-key
workskey,works-key,Works Key,はつでんしょキー,A large key for operating the doors of the Valley Windworks in the canyon. It was held by a Team Galactic Grunt.,たにまのはつでんしょの とびらを あけしめする おおきな カギ。 なぜか ギンガだんが もっていた。,null,null,null,null,null,null,item,ip-key,ic-key
oldcharm,old-charm,Old Charm,こだいのおまもり,An ancient good-luck charm made of Pokémon bones to be taken to the elder of Celestic Town.,カンナギタウンの ちょうろうに とどける おおむかしの おまもり。 ポケモンの ホネで つくられている。,null,null,null,null,null,null,item,ip-key,ic-key
galactickey,galactic-key,Galactic Key,ギンガだんのカギ,"A card key for disengaging security systems in the Galactic HQ. Losing it can result in punishment, apparently.",ギンガだんアジトの セキュリティを かいじょ するための カードキー。 なくすと おしおき されるらしい。,null,null,null,null,null,null,item,ip-key,ic-key
redchain,red-chain,Red Chain,あかいくさり,A mythical chain that is said to link the legendary Pokémon that created the Sinnoh region.,シンオウちほうを うみだした でんせつの ポケモンを つなぐと いわれる しんわの どうぐ。,null,null,null,null,null,null,item,ip-key,ic-key
townmap,town-map,Town Map,タウンマップ,A very convenient map that can be viewed anytime. It even shows your present location.,いつでも てがるに みることが できる べんりな ちず。 じぶんの ばしょも わかる。,null,null,null,null,null,null,item,ip-key,ic-key
vs.seeker,vs-seeker,Vs. Seeker,バトルサーチャー,A device that indicates Trainers who want to battle. Its battery charges while you walk.,たたかいたい トレーナーを おしえてくれる きかい。 あるくと でんちが たまる。,null,null,null,null,null,null,item,ip-key,ic-key
coincase,coin-case,Coin Case,コインケース,"A case for holding coins obtained at the Game Corner. It holds up to 50,000 coins.",ゲームコーナーで てにいれた コインを 50000まい まで いれることが できる ケース。,null,null,null,null,null,null,item,ip-key,ic-key
oldrod,old-rod,Old Rod,ボロのつりざお,An old and beat-up fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.,ふるくて ボロい つりざお。 みずの ある ばしょで つかうと ポケモンが つれる。,null,null,null,null,null,null,item,ip-key,ic-key
goodrod,good-rod,Good Rod,いいつりざお,"A new, good-quality fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.",あたらしくて いい つりざお。 みずの ある ばしょで つかうと ポケモンが つれる。,null,null,null,null,null,null,item,ip-key,ic-key
superrod,super-rod,Super Rod,すごいつりざお,"An awesome, high-tech fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.",さいしんの すごい つりざお。 みずの ある ばしょで つかうと ポケモンが つれる。,null,null,null,null,null,null,item,ip-key,ic-key
sprayduck,sprayduck,Sprayduck,コダックじょうろ,A watering can shaped like a PSYDUCK. It helps promote healthy growth of Berries planted in soft soil.,みずを かける どうぐ。 ふかふかのつちに うめた きのみを すくすく そだてる。,null,null,null,null,null,null,item,ip-key,ic-key
poffincase,poffin-case,Poffin Case,ポフィンケース,A case for storing Poffin cooked from Berries.,おりょうりで つくった ポフィンを ほぞんする いれもの。,null,null,null,null,null,null,item,ip-key,ic-key
bicycle,bicycle,Bicycle,じてんしゃ,A folding Bicycle that enables much faster movement than the Running Shoes.,ランニングシューズ よりも はやく はしることが できる おりたたみしきの じてんしゃ。,null,null,null,null,null,null,item,ip-key,ic-key
suitekey,suite-key,Suite Key,ルームキー,"A key to one of the suites at the luxury hotel by a lake. For some odd reason, it often disappears.",みずうみの ほとりにある こうきゅうホテルの ルームキー。 なぜか よく なくなってしまう。,null,null,null,null,null,null,item,ip-key,ic-key
oaksletter,oaks-letter,Oak's Letter,オーキドのてがみ,A letter from Prof. Oak. Written in it is a request for you to go to Rt. 224.,オーキドはかせ からの てがみ。 なかには 224ばんどうろに きてほしいと かかれている。,null,null,null,null,null,null,item,ip-key,ic-key
lunarwing,lunar-wing,Lunar Wing,みかづきのはね,A feather that glows like the moon. It is said to possess the power to dispel nightmares.,つきのような かがやきを はなつ はね。 あくむを ふりはらう ちからを ひめていると つたえられている。,null,null,null,null,null,null,item,ip-key,ic-key
membercard,member-card,Member Card,メンバーズカード,"A card needed for entering the inn in Canalave City. Oddly, the last date marked on it was 50 years ago.",ミオシティの やどやに はいれる カード。なぜか 50ねんほどまえの ひづけが きざまれている。,null,null,null,null,null,null,item,ip-key,ic-key
azureflute,azure-flute,Azure Flute,てんかいのふえ,A flute that puts out echoing sounds that do not seem to be of this world. It is unknown who made it.,このよの ものとは おもえない ねいろが なりひびく ふえ。 いつ だれが つくったのか わからない。,null,null,null,null,null,null,item,ip-key,ic-key
s.s.ticket,ss-ticket,S.S. Ticket,ふねのチケット,The ticket required for sailing on the ferry S.S. Aqua. It has a drawing of a ship on it.,こうそくせん アクアごうに のるとき ひつような ふねの チケット。ふねの えが かかれている。,null,null,null,null,null,null,item,ip-key,ic-key
contestpass,contest-pass,Contest Pass,コンテストパス,The pass required for entering Pokémon Contests. It has a drawing of an award ribbon on it.,ポケモンコンテストに さんかする ことができる,null,null,null,null,null,null,item,ip-key,ic-key
magmastone,magma-stone,Magma Stone,かざんのおきいし,"A stone formed when boulders melted in intensely hot magma, then hardened. Magma remains sealed inside.",しゃくねつの マグマの ねつでとけた がんせきが かたまって できたもの。 なかに マグマが のこっている。,null,null,null,null,null,null,item,ip-key,ic-key
parcel,parcel,Parcel,おとどけもの,A parcel entrusted in your care. You are supposed to deliver it to your childhood friend who left Twinleaf Town.,フタバタウンから たびだった おさななじみに わたすように たのまれた おとどけもの。,null,null,null,null,null,null,item,ip-key,ic-key
coupon1,coupon-1,Coupon 1,ひきかえけん1,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed.,ポケモンウォッチ ちぢめて ポケッチを もらうために ひつような ひきかえけん。3まい ひつよう。,null,null,null,null,null,null,item,ip-key,ic-key
coupon2,coupon-2,Coupon 2,ひきかえけん2,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed.,ポケモンウォッチ ちぢめて ポケッチを もらうために ひつような ひきかえけん。3まい ひつよう。,null,null,null,null,null,null,item,ip-key,ic-key
coupon3,coupon-3,Coupon 3,ひきかえけん3,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed.,ポケモンウォッチ ちぢめて ポケッチを もらうために ひつような ひきかえけん。3まい ひつよう。,null,null,null,null,null,null,item,ip-key,ic-key
storagekey,storage-key,Storage Key,そうこのカギ,The key to Team Galactic's sinister warehouse located at the edge of Veilstone City.,トバリシティの はずれにある ギンガだんの あやしい そうこに はいるための カギ。,null,null,null,null,null,null,item,ip-key,ic-key
secretpotion,secret-potion,SecretPotion,ひでんのくすり,A fantastic medicine dispensed by the pharmacy in Cianwood City. It fully heals a Pokémon of any ailment.,タンバシティの くすりやで もらえる どんな ポケモンでも たちまち げんきになる すごい くすり。,null,null,null,null,null,null,item,ip-key,ic-key
